Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin
26853;р. Дніпро, 1116 км, с. Кам'янка, нижче села, Ріпкинського р-ну (кордон з Білоруссю);ЧЕР ДНЕПР 0000 0000 0000 0000 0000 1116 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;51.911397;30.821614;2020-01-16;NULL;1.74;11.4;11.52;29.0;20.379999999999999;0.20999999999999999;1.49;4.5999999999999999E-2;0.40000000000000002;0.01;NULL;20.0;NULL;NULL;NULL
26968;р. Ірша, 31 км, м. Малин, питний в/з міста;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.764089;29.222356;2020-02-13;0.32000000000000001;2.7999999999999998;5.2999999999999998;13.119999999999999;102.0;25.0;0.16;0.16;4.0000000000000001E-3;0.024;NULL;NULL;28.289999999999999;NULL;NULL;NULL
27027;р. Рось, 64 км,   м.Корсунь-Шевченківський, питний в/з                                               ;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0064 08 71;Дніпро;Лабораторія моніторингу вод та ґрунтів  Черкаського РУВР Дніпровського БУВР;49.400000;31.236000;2020-02-13;NULL;2.7999999999999998;5.0;9.6999999999999993;53.0;44.0;0.35999999999999999;4.9000000000000004;3.5000000000000003E-2;0.73999999999999999;NULL;NULL;35.0;NULL;NULL;NULL
27099;канал Дніпро-Кривий Ріг, 43 км, Південне в-ще, питний в/з ;ЧЕР ДНЕПР 0196 0000 0000 0000 0000 0043 01 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.781611;33.556506;2020-01-14;NULL;1.75;5.0;10.32;46.799999999999997;39.0;0.40999999999999998;3.02;2.9999999999999999E-2;0.25;NULL;NULL;30.5;NULL;NULL;NULL
27173;р. Сіверський Донець, 813 км, с.Есхар, нижче гирла р.Уди;АЗО ДОН 0218 0000 0000 0000 0000 0813 02 63;Дон;Лабораторія моніторингу вод РОВР у Харківській області;49.789347;36.595947;2020-01-09;NULL;NULL;8.4000000000000004;7.9800000000000004;NULL;NULL;NULL;NULL;NULL;NULL;0.023;NULL;NULL;NULL;0.0;0.0
27216;р. Дністер, 1191 км, с. Розвадів, вплив скиду стоків Дрогоб. пром. вузла, лівий берег, 200 м вище  мосту по дорозі м.Львів-м.Стрий;UA_M5.2_0006_01;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;49.493894;23.968183;2020-03-18;NULL;2.2799999999999998;NULL;10.6;27.899999999999999;48.100000000000001;0.56000000000000005;8.9999999999999997E-2;5.8999999999999997E-2;8.3000000000000004E-2;NULL;NULL;18.0;NULL;NULL;NULL
27252;р. Стрипа, 34 км, м. Бучач, в/з;ЧЕР ДНЕСТР 0984 0000 0000 0000 0000 0034 01 61;Дністер;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;49.062000;25.401000;2020-02-11;2.6299999999999999;2.7999999999999998;20.0;10.699999999999999;83.0;27.0;0.20999999999999999;10.4;5.1999999999999998E-2;0.17999999999999999;0.0;NULL;35.0;NULL;0.0;0.0
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;2020-03-03;NULL;2.8999999999999999;8.9000000000000004;12.300000000000001;14.800000000000001;37.399999999999999;NULL;NULL;NULL;NULL;1.7000000000000001E-2;4.7000000000000002;9.3000000000000007;NULL;NULL;NULL
27299;р. Уж, 40 км, м. Ужгород, питний в/з ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0040 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.632189;22.317511;2020-03-03;NULL;1.8;NULL;12.800000000000001;108.0;2.7999999999999998;NULL;NULL;NULL;NULL;4.0000000000000001E-3;NULL;5.5999999999999996;NULL;NULL;NULL
27330;р. Західний Буг, 704 км, м. Кам'янка Бузька, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0704 01 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.111286;24.349356;2020-02-04;3.21;4.5999999999999996;63.0;6.9000000000000004;80.0;53.0;1.8200000000000001;6.96;1.1200000000000001;1.8100000000000001;4.0000000000000001E-3;NULL;23.0;NULL;0.0;0.0
27579;р. Кальчик, 23 км, смт Старий Крим, Старокримське водосховище, пов.водозабір Маріупольського РВУ КП "Вода Донбасу";NULL;Річки Приазов'я;Лабораторія моніторингу вод  БУВР річок Приазов'я;47.190833;37.503056;2020-02-11;NULL;1.8999999999999999;5.0;11.0;1394.5999999999999;209.80000000000001;0.40600000000000003;3.77;2.9999999999999999E-2;0.151;NULL;NULL;20.399999999999999;NULL;NULL;NULL
27769;р. Дністер, 1316 км, с.Стрілки, с.Стрілки, Старосамбірський р-н;UA_M5.2_0004_01;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;49.328158;22.977819;2020-02-03;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0
27829;р. Репинка, 1 км, с. Репинне,  1 км, с. Репинне, Міжгірський район, автодорожний міст;UA_М5.3.1_0168_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.673400;23.350064;2020-01-21;NULL;2.1000000000000001;NULL;10.800000000000001;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;20.0;NULL;0.0;0.0
27282;р. Тересва, 1 км, с. Тересва, гирло;ЧЕР ДУНАЙ 1218 0893 0000 0000 0000 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.000483;23.675814;2020-01-09;NULL;2.0;NULL;14.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7.0;NULL;0.0;0.0
27282;р. Тересва, 1 км, с. Тересва, гирло;ЧЕР ДУНАЙ 1218 0893 0000 0000 0000 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.000483;23.675814;2020-02-12;NULL;1.3;NULL;11.9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;0.0;0.0
27284;р. Ріка, 1 км, м. Хуст, гирло, міст;UA_М5.3.1_0157_01;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.180781;23.270228;2020-01-21;NULL;0.80000000000000004;NULL;11.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12.0;NULL;0.0;0.0
27284;р. Ріка, 1 км, м. Хуст, гирло, міст;UA_М5.3.1_0157_01;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.180781;23.270228;2020-02-18;NULL;1.7;NULL;13.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;0.0;0.0
27285;р. Боржава, 7 км, с. Бене, міст;UA_М5.3.1_0223_01;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.162647;22.771164;2020-01-28;NULL;0.90000000000000002;NULL;11.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;0.0;0.0
27285;р. Боржава, 7 км, с. Бене, міст;UA_М5.3.1_0223_01;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.162647;22.771164;2020-02-25;NULL;0.69999999999999996;NULL;9.5999999999999996;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.0;NULL;0.0;0.0
27292;р. Латориця, 65 км, м. Чоп, питний в/з, кордон з Словаччиною;ЧЕР ДУНАЙ 1218 0550 0090 0000 0000 0065 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.455792;22.209561;2020-01-13;NULL;2.3999999999999999;5.0999999999999996;15.4;10.800000000000001;12.300000000000001;NULL;NULL;NULL;NULL;0.012;1.8;5.0;NULL;0.0;0.0
27292;р. Латориця, 65 км, м. Чоп, питний в/з, кордон з Словаччиною;ЧЕР ДУНАЙ 1218 0550 0090 0000 0000 0065 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.455792;22.209561;2020-02-04;NULL;2.6000000000000001;8.5;13.4;13.4;14.0;NULL;NULL;NULL;NULL;0.012;6.0999999999999996;10.300000000000001;NULL;0.0;0.0
27292;р. Латориця, 65 км, м. Чоп, питний в/з, кордон з Словаччиною;ЧЕР ДУНАЙ 1218 0550 0090 0000 0000 0065 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.455792;22.209561;2020-03-03;NULL;2.2999999999999998;7.9000000000000004;12.800000000000001;10.300000000000001;8.5;NULL;NULL;NULL;NULL;0.014;4.2999999999999998;8.6999999999999993;NULL;NULL;NULL
27294;р. Піня, 1 км, м. Свалява, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0136 0000 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.566736;22.966017;2020-01-21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0
27296;р. Верке, 21 км, м. Берегове, 21 км. Берегове, Берегівський район, автодорожний міст;UA_М5.3.1_0279_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.225992;22.643689;2020-01-28;NULL;3.8999999999999999;NULL;6.2000000000000002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;200.0;NULL;0.0;0.0
27296;р. Верке, 21 км, м. Берегове, 21 км. Берегове, Берегівський район, автодорожний міст;UA_М5.3.1_0279_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.225992;22.643689;2020-02-25;NULL;1.3;NULL;4.2999999999999998;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;200.0;NULL;0.0;0.0
27299;р. Уж, 40 км, м. Ужгород, питний в/з ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0040 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.632189;22.317511;2020-01-14;NULL;1.8;NULL;15.4;11.6;8.4000000000000004;NULL;NULL;NULL;NULL;4.0000000000000001E-3;NULL;5.0;NULL;0.0;0.0
27299;р. Уж, 40 км, м. Ужгород, питний в/з ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0040 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.632189;22.317511;2020-02-04;NULL;1.6000000000000001;NULL;12.9;8.3000000000000007;4.2000000000000002;NULL;NULL;NULL;NULL;3.0000000000000001E-3;NULL;11.199999999999999;NULL;0.0;0.0
27300;р. Уж, 28 км, с. Сторожниця, кордон з Словаччиною ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0028 04 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.608756;22.247004;2020-01-13;NULL;2.7999999999999998;5.5999999999999996;13.199999999999999;10.199999999999999;12.4;NULL;NULL;NULL;NULL;0.012;2.2000000000000002;5.0;NULL;0.0;0.0
27300;р. Уж, 28 км, с. Сторожниця, кордон з Словаччиною ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0028 04 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.608756;22.247004;2020-02-04;NULL;3.7000000000000002;8.3000000000000007;12.800000000000001;9.4000000000000004;6.2999999999999998;NULL;NULL;NULL;NULL;1.4999999999999999E-2;13.1;18.100000000000001;NULL;0.0;0.0
27300;р. Уж, 28 км, с. Сторожниця, кордон з Словаччиною ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0028 04 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.608756;22.247004;2020-03-03;NULL;3.8999999999999999;7.4000000000000004;12.300000000000001;9.8000000000000007;2.5;NULL;NULL;NULL;NULL;0.014;3.2000000000000002;9.8000000000000007;NULL;NULL;NULL
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.457100;2020-01-14;NULL;2.2000000000000002;5.2999999999999998;15.4;12.4;9.0999999999999996;NULL;NULL;NULL;NULL;8.0000000000000002E-3;1.3999999999999999;5.0;NULL;0.0;0.0
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.457100;2020-02-04;NULL;3.7000000000000002;10.4;12.9;6.2999999999999998;6.5999999999999996;NULL;NULL;NULL;NULL;7.0000000000000001E-3;13.5;20.100000000000001;NULL;0.0;0.0
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.457100;2020-03-03;NULL;2.1000000000000001;5.7999999999999998;12.4;10.199999999999999;3.6000000000000001;NULL;NULL;NULL;NULL;0.012;2.2999999999999998;5.0999999999999996;NULL;NULL;NULL
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;2020-01-14;NULL;2.0;6.7999999999999998;15.1;19.600000000000001;11.199999999999999;NULL;NULL;NULL;NULL;6.0000000000000001E-3;1.8;5.0;NULL;0.0;0.0
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;2020-02-04;NULL;2.2999999999999998;9.5999999999999996;12.800000000000001;10.199999999999999;8.8000000000000007;NULL;NULL;NULL;NULL;5.0000000000000001E-3;9.1999999999999993;14.199999999999999;NULL;0.0;0.0
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;2020-03-03;NULL;2.2000000000000002;6.7999999999999998;12.300000000000001;7.4000000000000004;4.4000000000000004;NULL;NULL;NULL;NULL;8.0000000000000002E-3;1.8999999999999999;5.0;NULL;NULL;NULL
