Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin;
26853;р. Дніпро, 1116 км, с. Кам'янка, нижче села, Ріпкинського р-ну (кордон з Білоруссю);ЧЕР ДНЕПР 0000 0000 0000 0000 0000 1116 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;51.911397;30.821614;13.10.2020;NULL;1.8999999999999999;12.0;8.8900000000000006;36.850000000000001;15.Лип;0.11;1.3300000000000001;8.5999999999999993E-2;0.29999999999999999;0.01;NULL;18.0;NULL;NULL;NULL;
26968;р. Ірша, 31 км, м. Малин, питний в/з міста;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.764089;29.222356;20.10.2020;0.41999999999999998;2.5600000000000001;5.2999999999999998;Лис.52;96.0;27.0;0.16;0.25;5.0000000000000001E-3;0.027;NULL;NULL;28.559999999999999;NULL;NULL;NULL;
27023;р. Рось, 118 км, м.Богуслав, питний в/з міста;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0118 04 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.545608;30.867422;09.11.2020;NULL;2.1000000000000001;5.4000000000000004;9.3000000000000007;53.200000000000003;50.299999999999997;0.47999999999999998;04.Тра;0.23000000000000001;0.64000000000000001;NULL;NULL;25.899999999999999;NULL;NULL;NULL;
27096;р. Дніпро, 201 км, м.Покров, питний в/з ;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0201 41 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.574019;34.116556;15.12.2020;NULL;2.2000000000000002;5.0;9.5399999999999991;51.869999999999997;37.229999999999997;0.22;1.6200000000000001;2.9999999999999999E-2;0.26000000000000001;NULL;NULL;28.899999999999999;NULL;NULL;NULL;
27181;"р. Сіверський Донець, 522 км, м.Слов""янськ, Райгородська гребля, питний водозабір  у канал ""Сіверський Донець-Донбас""";АЗО ДОН 0218 0000 0000 0000 0000 0522 11 14;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.900000;37.750000;19.11.2020;1.9199999999999999;3.6000000000000001;10.199999999999999;8.6400000000000006;307.39999999999998;78.099999999999994;0.46999999999999997;6.5099999999999998;8.5000000000000006E-2;1.1399999999999999;0.023;NULL;18.800000000000001;NULL;0.0;0.0;
27224;р. Дністер, 826 км, м. Хотин, в/з, лівий берег, 600 м вище мосту дороги Чернівці-Камян.-Под.;ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0826 10 77;Дністер;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.547350;26.483160;20.10.2020;01.Лют;2.1200000000000001;12.0;10.Кві;72.799999999999997;37.200000000000003;0.10000000000000001;4.9500000000000002;4.4999999999999998E-2;0.17999999999999999;NULL;3.1200000000000001;10.0;NULL;0.0;0.0;
27256;р. Серет, 211 км, с. Горішньо-Івачів, Горишньо-Івачівське вдсх., питний в/з м.Тернопіль;ЧЕР ДНЕСТР 0921 0000 0000 0000 0000 0211 01 61;Дністер;Лабораторія моніторингу вод та ґрунтів РОВР у Тернопільській області;49.599000;25.554000;07.12.2020;1.8999999999999999;2.6000000000000001;20.0;9.8000000000000007;37.0;22.0;0.48999999999999999;6.5999999999999996;7.5999999999999998E-2;8.9999999999999997E-2;0.0;NULL;21.0;NULL;0.0;0.0;
27296;р. Верке, 21 км, м. Берегове, 21 км. Берегове, Берегівський район, автодорожний міст;UA_М5.3.1_0279_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.225992;22.643689;24.11.2020;NULL;01.Тра;NULL;11.300000000000001;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11.0;NULL;0.0;0.0;
27303;р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією;ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0418 02 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.014230;25.964890;04.11.2020;0.69999999999999996;Січ.48;17.0;11.Кві;30.800000000000001;14.199999999999999;3.2000000000000001E-2;2.9100000000000001;2.5000000000000001E-2;2.9999999999999999E-2;0.10000000000000001;2.3999999999999999;10.0;NULL;0.0;0.0;
27333;р. Західний Буг, 637 км, м. Сокаль, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0637 04 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.485078;24.272656;04.11.2020;3.1000000000000001;02.Тра;15.0;4.6699999999999999;94.0;59.0;1.6899999999999999;9.1300000000000008;0.20999999999999999;01.Тра;0.0;NULL;21.0;NULL;0.0;0.0;
27592;"р. Сіверський Донець, 527 км, водозабір Слов'янського РВУ КП ""Компанія Вода Донбасу""";UA_M6.5.1_0005_02;Дон;Басейнова лабораторія моніторингу вод Сіверсько-Донецького БУВР;48.943011;37.692483;19.11.2020;2.1400000000000001;3.5600000000000001;9.8000000000000007;8.4900000000000002;307.39999999999998;85.200000000000003;0.40999999999999998;7.6399999999999997;0.094;1.1399999999999999;0.016;NULL;20.399999999999999;NULL;0.0;0.0;
27793;р. Боржава, 32 км, с. Великі Комяти, 32, км., с. Великі Комяти,  Виноградівський район, автодорожний міст;UA_М5.3.1_0222_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.246344;22.993431;16.11.2020;NULL;1.3999999999999999;NULL;11.699999999999999;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9.0;NULL;0.0;0.0;
27839;р. Київський потік, 11 км, с.Нестаничі, 11 км, с.Нестаничі Радехівський р-н;NULL;Вісла;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;50.240844;24.488336;05.10.2020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27296;р. Верке, 21 км, м. Берегове, 21 км. Берегове, Берегівський район, автодорожний міст;UA_М5.3.1_0279_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.225992;22.643689;16.12.2020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27299;р. Уж, 40 км, м. Ужгород, питний в/з ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0040 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.632189;22.317511;12.10.2020;NULL;01.Тра;NULL;10.800000000000001;9.5999999999999996;3.7999999999999998;NULL;NULL;NULL;NULL;3.0000000000000001E-3;NULL;5.0;NULL;0.0;0.0;
27299;р. Уж, 40 км, м. Ужгород, питний в/з ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0040 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.632189;22.317511;03.11.2020;NULL;1.8999999999999999;NULL;10.Тра;08.Тра;5.5999999999999996;NULL;NULL;NULL;NULL;4.0000000000000001E-3;NULL;6.7999999999999998;NULL;0.0;0.0;
27299;р. Уж, 40 км, м. Ужгород, питний в/з ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0040 03 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.632189;22.317511;02.12.2020;NULL;1.1000000000000001;NULL;12.Вер;12.Вер;7.0;NULL;NULL;NULL;NULL;3.0000000000000001E-3;NULL;5.0;NULL;0.0;0.0;
27300;р. Уж, 28 км, с. Сторожниця, кордон з Словаччиною ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0028 04 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.608756;22.247004;12.10.2020;NULL;2.1000000000000001;10.199999999999999;9.9000000000000004;17.Тра;7.7999999999999998;NULL;NULL;NULL;NULL;2.1000000000000001E-2;4.2000000000000002;7.7999999999999998;NULL;0.0;0.0;
27300;р. Уж, 28 км, с. Сторожниця, кордон з Словаччиною ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0028 04 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.608756;22.247004;03.11.2020;NULL;2.8999999999999999;10.699999999999999;9.8000000000000007;13.199999999999999;09.Тра;NULL;NULL;NULL;NULL;1.7999999999999999E-2;3.7999999999999998;07.Тра;NULL;0.0;0.0;
27300;р. Уж, 28 км, с. Сторожниця, кордон з Словаччиною ;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0028 04 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.608756;22.247004;02.12.2020;NULL;3.0;8.4000000000000004;9.0;12.Кві;10.Тра;NULL;NULL;NULL;NULL;0.019;03.Тра;7.0;NULL;0.0;0.0;
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.457100;12.10.2020;NULL;01.Сер;7.4000000000000004;10.Чер;13.699999999999999;4.2999999999999998;NULL;NULL;NULL;NULL;6.0000000000000001E-3;2.2999999999999998;5.0;NULL;0.0;0.0;
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.457100;03.11.2020;NULL;01.Лип;8.6999999999999993;10.Січ;10.Кві;4.2000000000000002;NULL;NULL;NULL;NULL;6.0000000000000001E-3;4.5999999999999996;9.1999999999999993;NULL;0.0;0.0;
27301;р. Улічка, 1 км, с. Забрідь, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0082 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.918967;22.457100;02.12.2020;NULL;01.Бер;6.5999999999999996;9.8000000000000007;10.0;5.5999999999999996;NULL;NULL;NULL;NULL;5.0000000000000001E-3;1.6000000000000001;5.0;NULL;0.0;0.0;
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;12.10.2020;NULL;2.0;8.4000000000000004;10.800000000000001;17.399999999999999;6.2999999999999998;NULL;NULL;NULL;NULL;7.0000000000000001E-3;3.2000000000000002;6.0999999999999996;NULL;0.0;0.0;
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;03.11.2020;NULL;2.7999999999999998;6.7000000000000002;10.300000000000001;21.300000000000001;9.6999999999999993;NULL;NULL;NULL;NULL;6.0000000000000001E-3;4.2000000000000002;7.9000000000000004;NULL;0.0;0.0;
27302;р. Убля, 1 км, с. М.Березний, гирло;ЧЕР ДУНАЙ 1218 0550 0090 0019 0075 0001 0121;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.851411;22.445419;02.12.2020;NULL;1.8999999999999999;09.Тра;9.8000000000000007;15.Кві;12.199999999999999;NULL;NULL;NULL;NULL;6.0000000000000001E-3;2.2000000000000002;5.0;NULL;0.0;0.0;
27303;р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією;ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0418 02 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.014230;25.964890;07.10.2020;Січ.25;Січ.52;25.0;9.5600000000000005;27.199999999999999;12.Кві;5.0000000000000003E-2;5.2000000000000002;4.8000000000000001E-2;3.2000000000000001E-2;0.10000000000000001;2.5600000000000001;10.0;NULL;0.0;0.0;
27303;р. Сірет, 418 км, с. Черепківці, міст, прикордонна зона з Румунією;ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0418 02 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.014230;25.964890;02.12.2020;1.1299999999999999;Січ.76;9.0;13.Січ;22.399999999999999;14.199999999999999;0.22;4.1200000000000001;2.9000000000000001E-2;3.4000000000000002E-2;0.10000000000000001;2.5600000000000001;11.Кві;NULL;0.0;0.0;
27304;р. Сірет, 448 км, м. Сторожинець, в/з;ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0448 01 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.150540;25.714620;07.10.2020;1.3700000000000001;1.5600000000000001;27.0;9.7200000000000006;30.399999999999999;14.199999999999999;5.1999999999999998E-2;5.7000000000000002;5.6000000000000001E-2;3.6999999999999998E-2;NULL;2.6400000000000001;10.0;NULL;0.0;0.0;
27304;р. Сірет, 448 км, м. Сторожинець, в/з;ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0448 01 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.150540;25.714620;04.11.2020;0.77000000000000002;1.6599999999999999;18.0;11.0;33.200000000000003;14.199999999999999;3.5000000000000003E-2;3.1600000000000001;2.5999999999999999E-2;3.3000000000000002E-2;NULL;2.5600000000000001;10.0;NULL;0.0;0.0;
27304;р. Сірет, 448 км, м. Сторожинець, в/з;ЧЕР ДУНАЙ 0181 0000 0000 0000 0000 0448 01 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.150540;25.714620;02.12.2020;1.1899999999999999;1.8200000000000001;8.0;12.Вер;24.800000000000001;14.199999999999999;0.23999999999999999;4.3099999999999996;0.024;3.6999999999999998E-2;NULL;2.6400000000000001;11.699999999999999;NULL;0.0;0.0;
27305;р. Прут, 914 км, м. Яремче, лів. берег.;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0914 01 26;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.439953;24.547031;22.10.2020;0.17999999999999999;1.8999999999999999;20.0;10.300000000000001;56.0;16.0;0.39000000000000001;1.417;0.23000000000000001;0.031;0.0;NULL;9.6999999999999993;NULL;0.0;0.0;
27305;р. Прут, 914 км, м. Яремче, лів. берег.;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0914 01 26;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.439953;24.547031;17.11.2020;0.40999999999999998;2.1000000000000001;15.0;11.Тра;52.0;20.0;4.2000000000000003E-2;0.35999999999999999;3.0000000000000001E-3;0.02;NULL;NULL;9.0;NULL;0.0;0.0;
27306;р. Прут, 867 км, м. Коломия, в/з питний, лів. берег;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0867 02 26;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.521758;25.017614;06.10.2020;1.6000000000000001;2.3999999999999999;5.0;8.0999999999999996;77.0;82.0;4.0000000000000001E-2;5.3200000000000003;4.2000000000000003E-2;2.2069999999999999;0.0;NULL;9.3000000000000007;NULL;NULL;NULL;
27307;р. Прут, 790 км, смт Неполоківці,, кордон Ів.-Франківської і Чернівецької обл.;UA_M5.3.2_0007_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.380000;25.621111;20.10.2020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27307;р. Прут, 790 км, смт Неполоківці,, кордон Ів.-Франківської і Чернівецької обл.;UA_M5.3.2_0007_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.380000;25.621111;18.11.2020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27307;р. Прут, 790 км, смт Неполоківці,, кордон Ів.-Франківської і Чернівецької обл.;UA_M5.3.2_0007_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.380000;25.621111;16.12.2020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27308;р. Прут, 772 км, с.Ленківці, в/з м. Чернівці, лівий берег, 500 м вище мосту по дорозі на Чернівці;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0772 04 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.321300;25.898390;20.10.2020;0.85999999999999999;Січ.24;8.0;11.0;63.600000000000001;37.200000000000003;4.4999999999999998E-2;3.4900000000000002;6.9000000000000006E-2;8.5999999999999993E-2;NULL;Лют.48;10.0;NULL;0.0;0.0;
27308;р. Прут, 772 км, с.Ленківці, в/з м. Чернівці, лівий берег, 500 м вище мосту по дорозі на Чернівці;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0772 04 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.321300;25.898390;18.11.2020;1.0600000000000001;01.Лют;9.0;12.300000000000001;64.799999999999997;42.5;4.1000000000000002E-2;4.4000000000000004;4.8000000000000001E-2;0.078;NULL;1.6799999999999999;10.0;NULL;0.0;0.0;
27308;р. Прут, 772 км, с.Ленківці, в/з м. Чернівці, лівий берег, 500 м вище мосту по дорозі на Чернівці;ЧЕР ДУНАЙ 0174 0000 0000 0000 0000 0772 04 77;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.321300;25.898390;16.12.2020;1.3400000000000001;1.0800000000000001;7.0;13.300000000000001;71.599999999999994;51.399999999999999;3.5999999999999997E-2;5.6100000000000003;7.1999999999999995E-2;0.047;NULL;1.6000000000000001;10.0;NULL;0.0;0.0;
27333;р. Західний Буг, 637 км, м. Сокаль, в/з;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0637 04 46;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.485078;24.272656;01.12.2020;4.0999999999999996;2.6000000000000001;18.0;6.3700000000000001;122.0;58.0;2.4700000000000002;11.300000000000001;0.224;1.6870000000000001;0.0;NULL;23.0;NULL;0.0;0.0;
27334;р. Західний Буг, 631 км, с. Литовеж, міст автодороги Нововолинськ-Червоноград, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0631 05 07;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.618044;24.187986;06.10.2020;2.8999999999999999;3.8999999999999999;25.0;5.4500000000000002;79.0;53.0;01.Бер;Чер.96;0.13500000000000001;0.70599999999999996;NULL;NULL;NULL;NULL;0.0;0.0;
27334;р. Західний Буг, 631 км, с. Литовеж, міст автодороги Нововолинськ-Червоноград, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0631 05 07;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.618044;24.187986;04.11.2020;2.6000000000000001;3.7000000000000002;24.0;6.8300000000000001;88.0;55.0;01.Бер;5.2199999999999998;0.122;0.64400000000000002;NULL;NULL;NULL;NULL;0.0;0.0;
27334;р. Західний Буг, 631 км, с. Литовеж, міст автодороги Нововолинськ-Червоноград, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0631 05 07;Вісла;Лабораторія моніторингу вод та ґрунтів БУВР Західного Бугу та Сяну;50.618044;24.187986;01.12.2020;3.2000000000000002;4.0;22.0;7.4000000000000004;74.0;52.0;1.4299999999999999;8.6999999999999993;0.125;0.58299999999999996;NULL;NULL;NULL;NULL;0.0;0.0;
27335;р. Західний Буг, 583,5 км, с. Амбуків, 500 м нижче впадіння р. Хучва, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0584 07 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.810753;23.968728;06.10.2020;0.69999999999999996;02.Тра;15.0;7.4000000000000004;93.0;61.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27335;р. Західний Буг, 583,5 км, с. Амбуків, 500 м нижче впадіння р. Хучва, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0584 07 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.810753;23.968728;17.11.2020;01.Сер;2.6000000000000001;14.0;8.4000000000000004;99.0;52.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27336;р. Західний Буг, 569 км, м. Устилуг,, 500 м нижче впадіння р.Устилуг, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0569 09 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.869453;24.142850;06.10.2020;1.0900000000000001;02.Тра;25.0;6.9000000000000004;97.0;64.0;NULL;NULL;NULL;NULL;0.0;NULL;NULL;NULL;0.0;0.0;
27336;р. Західний Буг, 569 км, м. Устилуг,, 500 м нижче впадіння р.Устилуг, кордон з Польщею;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0569 09 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;50.869453;24.142850;17.11.2020;1.6000000000000001;2.6000000000000001;12.0;8.6999999999999993;98.0;52.0;NULL;NULL;NULL;NULL;0.0;NULL;NULL;NULL;0.0;0.0;
27337;р. Західний Буг, 468 км, с. Забужжя, кордон з Республікою Польща;БАЛ ВИСЛА 0388 0000 0000 0000 0000 0468 10 07;Вісла;Лабораторія моніторингу вод та ґрунтів РОВР у Волинській області;51.378292;23.684542;06.10.2020;01.Лют;2.7000000000000002;15.0;7.0;55.0;46.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
