Post_ID;Post_Name;Post_Code;Riverbas_Name;WaterLab_Name;Latitude;Longitude;Controle_Date;Azot;BSK5;Zavisli;Kisen;Sulfat;Hlorid;Amoniy;Nitrat;Nitrit;Fosfat;SPAR;Permanganat;HSK;Fitoplan;Atrazin;Simazin;
26853;р. Дніпро, 1116 км, с. Кам'янка, нижче села, Ріпкинського р-ну (кордон з Білоруссю);ЧЕР ДНЕПР 0000 0000 0000 0000 0000 1116 01 74;Дніпро;Лабораторія моніторингу вод та ґрунтів Деснянського БУВР;51.911397;30.821614;14.04.2020;NULL;Січ.99;10.800000000000001;10.109999999999999;30.579999999999998;Лис.52;0.33000000000000002;1.6100000000000001;0.027;0.11;0.01;NULL;24.0;NULL;NULL;NULL;
26968;р. Ірша, 31 км, м. Малин, питний в/з міста;ЧЕР ДНЕПР 0955 0118 0000 0000 0000 0031 02 18;Дніпро;Лабораторія моніторингу вод та ґрунтів БУВР Прип'яті;50.764089;29.222356;28.04.2020;0.44;2.6400000000000001;5.0999999999999996;11.199999999999999;86.0;30.0;0.22;0.20999999999999999;5.0000000000000001E-3;0.01;NULL;NULL;26.280000000000001;NULL;NULL;NULL;
27023;р. Рось, 118 км, м.Богуслав, питний в/з міста;ЧЕР ДНЕПР 0720 0000 0000 0000 0000 0118 04 32;Дніпро;Басейнова лабораторія моніторингу вод  МОЗМ дніпровських водосховищ;49.545608;30.867422;18.05.2020;NULL;4.5999999999999996;9.8000000000000007;8.1999999999999993;64.799999999999997;44.299999999999997;0.67000000000000004;0.80000000000000004;0.11;0.47999999999999998;NULL;NULL;31.899999999999999;NULL;NULL;NULL;
27095;р. Дніпро, 228 км, м. Нікополь, питний в/з;ЧЕР ДНЕПР 0000 0000 0000 0000 0000 0228 40 12;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;47.548928;34.398683;16.06.2020;NULL;2.0099999999999998;6.2999999999999998;8.8000000000000007;48.030000000000001;40.770000000000003;0.34999999999999998;0.64000000000000001;2.9999999999999999E-2;0.10000000000000001;NULL;NULL;32.0;NULL;NULL;NULL;
27172;р. Сіверський Донець, 872 км,  с. Печеніги, питний в/забір м.Харків;АЗО ДОН 0218 0000 0000 0000 0000 0872 01 63;Дон;Лабораторія моніторингу вод РОВР у Харківській області;49.884053;36.980706;09.06.2020;NULL;NULL;7.5999999999999996;Сер.25;NULL;NULL;NULL;NULL;NULL;NULL;2.1999999999999999E-2;NULL;NULL;NULL;0.0;0.0;
27222;р. Дністер, 936 км, м. Заліщики, в/з, прав. берег, 50 м нижче мосту через річку по дорозі Чернівці - Тернопіль;ЧЕР ДНЕСТР 0000 0000 0000 0000 0000 0936 08 77;Дністер;Басейнова лабораторія моніторингу вод та ґрунтів  БУВР Пруту та Сірету;48.634040;25.766090;13.04.2020;0.58999999999999997;Січ.52;15.0;9.2799999999999994;56.0;30.100000000000001;4.4999999999999998E-2;2.3799999999999999;0.027;4.3999999999999997E-2;NULL;2.6400000000000001;10.0;NULL;0.0;0.0;
27246;р. Бистриця Надвірнянська, 16 км, с. Черніів, питний в/з Ів.Франківська, 10 м нижче мосту;ЧЕР ДНЕСТР 1104 0017 0000 0000 0000 0015 01 26;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.848947;24.697106;12.06.2020;01.Тра;1.8999999999999999;9.0999999999999996;11.0;41.0;44.0;0.34000000000000002;4.7999999999999998;0.02;0.19;0.0;NULL;7.4000000000000004;NULL;0.0;0.0;
27276;р. Тиса, 912 км, смт. Солотвино, кордон з Румунією;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0912 05 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;47.939225;23.876192;13.05.2020;NULL;1.3999999999999999;6.7000000000000002;11.Кві;10.Кві;3.8999999999999999;NULL;NULL;NULL;NULL;1.0999999999999999E-2;1.8999999999999999;5.0;NULL;0.0;0.0;
27284;р. Ріка, 1 км, м. Хуст, гирло, міст;UA_М5.3.1_0157_01;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.180781;23.270228;19.05.2020;NULL;0.90000000000000002;NULL;11.Тра;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12.0;NULL;0.0;0.0;
27315;оз. Ялпуг-Кугурлуй, 0 км, с. Оксамитне Болградського району, Болградський питний в/з;ЧЕР ДУНАЙ 0114 0000 0000 0000 0000 0000 01 51;Дунай;Лабораторія моніторингу вод БУВР річок Причорномор'я та нижнього Дунаю;45.622511;28.621250;06.04.2020;0.44;01.Сер;36.600000000000001;9.9000000000000004;436.80000000000001;230.40000000000001;0.28999999999999998;0.97999999999999998;0.0;0.11;2.9999999999999999E-2;NULL;42.0;NULL;0.0;0.0;
27573;"р. Саксагань, 65 км, м.Пятихатки, Макортовське водосховище, м.Пятихатки, питний водозабір КП ПМР ""Житлокомплекс""";NULL;Дніпро;Лабораторія моніторингу вод РОВР у Дніпропетровській області;48.227072;33.772239;12.05.2020;NULL;2.6600000000000001;5.9000000000000004;Лип.71;1383.26;460.88999999999999;0.40999999999999998;Січ.23;2.9999999999999999E-2;8.0000000000000002E-2;NULL;NULL;29.699999999999999;NULL;NULL;NULL;
27769;р. Дністер, 1316 км, с.Стрілки, с.Стрілки, Старосамбірський р-н;UA_M5.2_0004_01;Дністер;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;49.328158;22.977819;09.04.2020;NULL;3.8399999999999999;NULL;9.9199999999999999;16.300000000000001;21.0;0.41999999999999998;0.13;9.9000000000000005E-2;0.012;NULL;NULL;12.0;NULL;NULL;NULL;
27812;"р.Прутець-Яблуницький , 1 км, с.Татарів, 1 км, с.Татарів, скид зворотних вод ТОВ ""Буковель"" та готельно-відпочинкових комплексів с.Поляниця";UA_M5.3.2_0012_01;Дунай;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;48.339700;24.565950;23.04.2020;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0;0.0;
27841;р. Рата, 3,5 км, с. Межиріччя, 3,5 км, с. Межиріччя Сокальський район;UA_A6.6.1_0066_01;Вісла;Лабораторія моніторингу вод та ґрунтів Дністровського БУВР;50.332469;24.216358;11.06.2020;NULL;2.8799999999999999;NULL;8.3200000000000003;14.Кві;18.399999999999999;1.6599999999999999;0.56999999999999995;4.5999999999999999E-2;0.17199999999999999;NULL;NULL;45.0;NULL;NULL;NULL;
27276;р. Тиса, 912 км, смт. Солотвино, кордон з Румунією;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0912 05 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;47.939225;23.876192;10.06.2020;NULL;01.Лип;12.Кві;10.Вер;13.199999999999999;25.899999999999999;NULL;NULL;NULL;NULL;0.012;01.Лип;5.0;NULL;0.0;0.0;
27277;р. Тиса, 882 км, м. Тячів, питний в/з, АІВС якості***;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0882 06 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.004981;23.575919;08.04.2020;NULL;1.6000000000000001;6.2999999999999998;11.Січ;13.699999999999999;23.0;NULL;NULL;NULL;NULL;1.0999999999999999E-2;1.3999999999999999;5.0;NULL;0.0;0.0;
27277;р. Тиса, 882 км, м. Тячів, питний в/з, АІВС якості***;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0882 06 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.004981;23.575919;13.05.2020;NULL;01.Тра;6.7999999999999998;11.300000000000001;9.5999999999999996;23.399999999999999;NULL;NULL;NULL;NULL;0.012;1.8999999999999999;5.0;NULL;0.0;0.0;
27277;р. Тиса, 882 км, м. Тячів, питний в/з, АІВС якості***;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0882 06 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.004981;23.575919;10.06.2020;NULL;01.Сер;13.Чер;10.0;16.199999999999999;24.800000000000001;NULL;NULL;NULL;NULL;1.7999999999999999E-2;2.0;5.0;NULL;0.0;0.0;
27279;р. Тиса, 807 км, смт.Вілок, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 09 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.096456;22.837153;22.04.2020;NULL;2.7000000000000002;07.Тра;13.Чер;17.300000000000001;20.Тра;NULL;NULL;NULL;NULL;0.01;2.7999999999999998;5.7000000000000002;NULL;0.0;0.0;
27279;р. Тиса, 807 км, смт.Вілок, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 09 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.096456;22.837153;19.05.2020;NULL;01.Сер;6.9000000000000004;11.800000000000001;15.199999999999999;23.399999999999999;NULL;NULL;NULL;NULL;1.0999999999999999E-2;2.2000000000000002;5.0;NULL;0.0;0.0;
27279;р. Тиса, 807 км, смт.Вілок, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0807 09 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.096456;22.837153;23.06.2020;NULL;2.0;9.6999999999999993;10.Кві;16.100000000000001;18.300000000000001;NULL;NULL;NULL;NULL;0.012;2.2999999999999998;5.0;NULL;0.0;0.0;
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;14.04.2020;NULL;2.3999999999999999;8.4000000000000004;11.Чер;38.600000000000001;57.299999999999997;NULL;NULL;NULL;NULL;0.019;02.Тра;5.2999999999999998;NULL;0.0;0.0;
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;05.05.2020;NULL;2.7999999999999998;7.5999999999999996;11.199999999999999;25.699999999999999;51.799999999999997;NULL;NULL;NULL;NULL;0.014;3.3999999999999999;6.7000000000000002;NULL;0.0;0.0;
27280;р. Тиса, 696 км, м. Чоп, кордон з Угорщиною;ЧЕР ДУНАЙ 1218 0000 0000 0000 0000 0696 10 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.413503;22.171906;02.06.2020;NULL;2.2999999999999998;10.Чер;10.199999999999999;21.300000000000001;55.299999999999997;NULL;NULL;NULL;NULL;7.0000000000000001E-3;2.7999999999999998;05.Тра;NULL;0.0;0.0;
27282;р. Тересва, 1 км, с. Тересва, гирло;ЧЕР ДУНАЙ 1218 0893 0000 0000 0000 0001 01 21;Дунай;Басейнова лабораторія моніторингу вод та ґрунтів БУВР Тиси;48.000483;23.675814;08.04.2020;NULL;0.29999999999999999;NULL;11.199999999999999;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.0;NULL;0.0;0.0;
